,location,total_sqft,bath,price,bhk,encoded_loc
594,Old Airport Road,1875.0,2,110.0,3,176
595,Kundalahalli,735.0,2,57.99,2,150
596,Koramangala,1750.0,3,130.0,3,144
597,Marathahalli,1215.0,2,67.0,2,161
598,Vishwapriya Layout,820.0,2,30.0,2,222
599,Banashankari Stage VI,1757.5,2,59.935,2,30
600,Battarahalli,1779.0,3,89.61,3,37
601,others,1105.0,2,58.0,2,230
602,others,1590.0,2,93.0,1,230
603,Whitefield,1650.0,3,60.0,3,224
604,Cox Town,1975.0,3,150.0,3,62
605,Kammasandra,674.0,2,33.0,2,125
606,Kaggadasapura,1185.0,2,41.0,2,118
607,Thanisandra,445.0,1,28.0,1,209
608,HSR Layout,1475.0,3,75.0,3,89
609,Gottigere,1618.0,3,82.5,3,82
610,Koramangala,1120.0,2,65.0,2,144
611,Marathahalli,2181.0,3,152.0,4,161
612,Vidyaranyapura,1200.0,4,90.0,4,219
613,Bannerghatta Road,1556.0,2,59.13,3,34
614,Bannerghatta Road,1179.0,2,66.02,2,34
615,Thanisandra,1296.0,2,83.0,2,209
616,Kaggadasapura,1275.0,2,52.0,2,118
617,Kathriguppe,1400.0,2,77.0,3,132
618,Gottigere,1222.0,2,63.0,2,82
619,Electronic City,940.0,2,41.0,2,74
620,Thanisandra,1185.0,2,42.6,2,209
621,Tumkur Road,1779.0,3,112.0,3,214
622,Begur Road,1615.0,3,59.76,3,39
623,JP Nagar,6624.5,2,453.0,4,109
624,Haralur Road,1056.0,2,61.0,2,90
625,7th Phase JP Nagar,1100.0,2,46.0,2,6
626,Arekere,920.0,2,40.0,2,20
627,others,1602.0,2,75.0,3,230
628,Padmanabhanagar,1176.0,2,62.0,2,178
629,Kasavanhalli,1717.0,3,99.0,3,130
630,Bhoganhalli,2119.0,4,111.0,4,43
631,Vittasandra,1246.0,2,67.3,2,223
632,Anandapura,1141.0,2,42.79,2,15
633,Hennur Road,1157.0,2,84.0,2,96
634,Yelahanka New Town,650.0,1,33.0,1,227
635,Hebbal,1349.0,2,98.0,2,92
636,others,1566.0,3,83.3,3,230
637,Sahakara Nagar,2830.0,3,195.0,4,190
638,Electronic City,1320.0,2,38.13,3,74
639,others,1780.0,3,84.83,3,230
640,Varthur,1091.0,2,34.9,2,217
641,Rachenahalli,3670.0,4,300.0,4,183
642,7th Phase JP Nagar,918.0,2,50.49,2,6
643,Yeshwanthpur,1950.0,4,130.0,4,229
644,Panathur,1695.0,3,90.0,3,180
645,Yelahanka,1705.0,3,95.0,3,226
646,Kalyan nagar,1375.0,3,75.0,3,122
647,Kanakpura Road,525.0,1,30.0,1,127
648,Whitefield,1447.0,2,83.0,2,224
649,Thanisandra,1114.0,2,39.0,2,209
650,7th Phase JP Nagar,1450.0,2,100.0,3,6
651,others,1022.0,2,40.0,2,230
652,Hebbal,1000.0,2,45.0,2,92
653,Electronic City,1128.0,2,68.75,2,74
654,Kanakpura Road,1180.0,2,57.0,2,127
655,Kanakpura Road,1339.0,2,75.0,2,127
656,Yelachenahalli,1400.0,2,55.0,3,225
657,7th Phase JP Nagar,1040.0,2,39.52,2,6
658,Kadugodi,1198.0,2,58.0,2,117
659,others,1200.0,3,95.0,4,230
660,Sarjapur  Road,1691.0,3,113.0,3,194
661,Bisuvanahalli,1075.0,3,36.0,3,46
662,8th Phase JP Nagar,1240.0,3,43.5,3,7
663,Bannerghatta Road,1680.0,2,58.935,2,34
664,Mallasandra,1665.0,3,86.58,3,158
665,Marathahalli,2489.0,3,94.0,3,161
666,Brookefield,1142.0,2,70.0,2,51
667,Kothannur,1853.0,3,82.0,3,145
668,Kasturi Nagar,1567.0,2,92.0,2,131
669,Electronics City Phase 1,1175.0,2,51.47,2,76
670,Subramanyapura,1200.0,2,52.0,2,205
671,Kodichikkanahalli,995.0,2,41.0,2,138
672,Magadi Road,884.0,2,41.1,2,155
673,Yeshwanthpur,1170.0,2,57.0,2,229
674,KR Puram,1225.0,2,46.55,2,115
675,Electronic City,1342.0,2,73.3,2,74
676,Uttarahalli,1345.0,2,67.0,2,216
677,Kodigehaali,1320.0,3,65.0,3,139
678,Raja Rajeshwari Nagar,1140.0,2,49.39,2,184
679,Battarahalli,1300.0,2,50.0,2,37
680,Hosa Road,1652.0,3,85.0,3,101
681,Thigalarapalya,2072.0,4,142.0,3,210
682,Arekere,1740.0,2,95.0,3,20
683,Electronic City,1360.0,2,71.0,3,74
684,Hosur Road,1145.0,2,60.0,3,104
685,Sarjapur  Road,1278.0,2,95.0,2,194
686,Electronic City Phase II,630.0,1,40.0,1,75
687,Kanakpura Road,1100.0,3,58.0,3,127
688,others,1200.0,3,95.0,3,230
689,Hosur Road,3300.0,5,240.0,5,104
690,Gunjur,1356.0,2,66.0,3,85
691,others,823.0,2,28.0,2,230
692,TC Palaya,1200.0,2,66.0,3,207
693,Ramamurthy Nagar,1050.0,2,37.0,2,188
694,others,1180.0,2,69.0,2,230
695,7th Phase JP Nagar,1070.0,2,42.79,2,6
696,Varthur,1385.0,2,80.0,2,217
697,Varthur,1000.0,1,70.0,1,217
698,Whitefield,1897.0,3,130.0,3,224
699,Magadi Road,1005.0,2,55.78,2,155
700,Green Glen Layout,1575.0,3,125.0,3,83
701,Subramanyapura,975.0,2,65.0,2,205
702,Hennur Road,1904.0,3,120.0,3,96
703,Kengeri Satellite Town,930.0,1,30.0,1,136
704,Electronic City Phase II,2400.0,3,150.0,2,75
705,Sarjapur  Road,2238.0,3,140.0,3,194
706,Harlur,1174.0,2,69.0,2,91
707,Thubarahalli,3800.0,4,239.0,4,211
708,Whitefield,2225.0,2,125.0,3,224
709,Jigani,918.0,2,52.0,2,113
710,Mahadevpura,1250.0,2,52.0,2,156
711,Sarjapur  Road,1800.0,3,110.0,3,194
712,Marathahalli,1170.0,2,53.0,2,161
713,Bannerghatta Road,793.0,2,45.0,2,34
714,Jakkur,1710.0,3,107.0,3,110
715,Kambipura,1082.0,2,57.5,3,123
716,others,1001.0,2,33.03,2,230
717,Yelahanka,1590.0,2,54.0,3,226
718,others,2400.0,2,80.0,3,230
719,Horamavu Banaswadi,1554.0,3,55.0,3,99
720,Konanakunte,884.0,1,58.0,2,143
721,Marathahalli,1019.0,2,49.86,2,161
722,Ambedkar Nagar,1935.0,4,130.0,3,13
723,Uttarahalli,1135.0,2,39.73,3,216
724,Kasavanhalli,1799.0,3,90.0,3,130
725,Whitefield,6151.5,2,304.0,4,224
726,Kundalahalli,1047.0,2,82.0,2,150
727,others,1282.0,2,87.0,2,230
728,NGR Layout,1020.0,2,45.9,2,167
729,Whitefield,1495.0,2,79.5,2,224
730,Kasavanhalli,3260.0,4,240.0,4,130
731,others,1611.0,2,64.44,3,230
732,others,1500.0,2,95.0,3,230
733,Sahakara Nagar,1500.0,2,95.0,3,190
734,Uttarahalli,1540.0,3,50.0,3,216
735,Hosa Road,1639.0,3,80.0,3,101
736,Raja Rajeshwari Nagar,1303.0,2,55.79,2,184
737,Brookefield,1440.0,2,68.0,3,51
738,Seegehalli,901.0,2,35.14,2,198
739,Sarjapur,900.0,2,42.0,3,193
740,others,1060.0,2,55.0,2,230
741,NGR Layout,1020.0,2,48.45,2,167
742,Varthur,1535.0,3,65.99,3,217
743,others,530.0,1,20.0,1,230
744,others,1350.0,2,80.0,2,230
745,Sarjapur  Road,1115.0,2,50.0,2,194
746,Uttarahalli,1175.0,2,47.0,2,216
747,Whitefield,1113.0,2,62.0,2,224
748,Giri Nagar,650.0,2,42.0,2,80
749,Marathahalli,1325.0,2,71.55,2,161
750,Electronics City Phase 1,950.0,2,31.0,2,76
751,Jakkur,1396.0,2,86.51,3,110
752,Rachenahalli,1050.0,2,52.07,2,183
753,Thanisandra,1825.0,3,100.0,3,209
754,7th Phase JP Nagar,1190.0,2,49.98,2,6
755,Marathahalli,1220.0,2,56.5,2,161
756,NRI Layout,1565.0,2,75.0,3,168
757,Hennur Road,1891.0,3,109.0,3,96
758,others,900.0,2,27.0,2,230
759,Hosa Road,1161.0,2,55.15,2,101
760,Yeshwanthpur,665.0,1,36.85,1,229
761,Hoodi,1425.0,2,80.0,2,97
762,others,1200.0,3,56.12,3,230
763,Somasundara Palya,1255.0,2,67.0,2,202
764,Hegde Nagar,2112.95,4,145.0,3,94
765,Raja Rajeshwari Nagar,600.0,1,22.0,1,184
766,Haralur Road,1810.0,3,100.0,3,90
767,Indira Nagar,1200.0,2,93.0,2,108
768,Harlur,1033.0,2,49.0,2,91
769,others,1548.0,3,89.5,3,230
770,Horamavu Banaswadi,1611.0,3,66.0,3,99
771,Electronic City Phase II,1400.0,2,40.43,3,75
772,Vidyaranyapura,1485.0,2,67.0,3,219
773,Margondanahalli,2400.0,2,82.0,2,162
774,others,1025.0,2,44.5,2,230
775,others,1225.0,2,53.0,2,230
776,5th Phase JP Nagar,1256.0,2,62.8,2,4
777,Whitefield,2268.0,3,163.0,4,224
778,Kanakpura Road,1100.0,3,53.0,3,127
779,others,1141.0,2,62.0,2,230
780,Attibele,400.0,1,12.0,1,21
781,Chandapura,1400.0,2,60.0,2,55
782,others,1590.0,1,110.0,1,230
783,others,1175.0,2,48.27,2,230
784,Sahakara Nagar,1100.0,2,56.0,2,190
785,Kanakpura Road,1843.0,3,95.84,3,127
786,Horamavu Banaswadi,1460.0,2,80.5,2,99
787,Rachenahalli,1530.0,2,74.5,3,183
788,HSR Layout,1467.0,2,55.0,2,89
789,others,950.0,1,40.0,1,230
790,Vittasandra,1246.0,2,64.5,2,223
791,Kanakapura,711.0,1,38.0,1,126
792,Haralur Road,1194.0,2,46.0,2,90
793,Babusapalaya,1358.0,2,43.4,3,24
794,Hoodi,1420.0,2,75.0,2,97
795,Kathriguppe,1250.0,2,68.75,3,132
796,Akshaya Nagar,1280.0,2,58.0,2,11
797,others,1209.0,2,50.0,2,230
798,others,4200.0,5,225.0,5,230
799,Panathur,1315.0,2,54.8,3,180
800,others,1800.0,3,90.0,3,230
801,others,1600.0,4,125.0,5,230
802,TC Palaya,1600.0,2,65.0,3,207
803,others,1563.0,3,52.0,3,230
804,Whitefield,1560.0,2,72.0,3,224
805,Brookefield,2169.0,4,115.0,3,51
806,Rachenahalli,1050.0,2,55.5,2,183
807,Iblur Village,3235.0,3,235.0,3,107
808,TC Palaya,1200.0,3,66.0,3,207
809,HSR Layout,1140.0,2,46.0,2,89
810,Horamavu Agara,1560.0,3,75.0,3,98
811,JP Nagar,1100.0,2,70.0,2,109
812,Kasavanhalli,1260.0,2,40.32,3,130
813,Hebbal,1036.0,2,50.0,2,92
814,Akshaya Nagar,1662.0,3,85.1,3,11
815,Yelachenahalli,1464.0,2,105.0,3,225
816,Yelahanka,1234.0,2,80.0,2,226
817,Sarjapur  Road,1403.0,3,55.0,3,194
818,Seegehalli,1150.0,2,42.9,3,198
819,Kanakapura,929.0,2,46.0,2,126
820,TC Palaya,1350.0,2,75.0,3,207
821,others,1135.0,2,39.73,2,230
822,others,1405.0,2,70.0,2,230
823,Whitefield,1200.0,2,45.84,2,224
824,Haralur Road,2805.0,4,154.0,4,90
825,Yeshwanthpur,1161.0,2,64.08,2,229
826,Kanakpura Road,1290.0,2,74.0,2,127
827,Yeshwanthpur,2557.0,3,141.0,3,229
828,others,1480.0,3,90.0,3,230
829,Old Madras Road,1350.0,3,54.54,3,177
830,Kadugodi,1580.0,2,65.0,3,117
831,Banashankari,1470.0,2,88.64,3,26
832,Sarjapur  Road,1346.0,2,61.92,2,194
833,others,1600.0,3,90.0,3,230
834,others,1200.0,2,35.0,2,230
835,Channasandra,1340.0,2,48.33,3,56
836,Jigani,918.0,2,48.0,2,113
837,others,1500.0,3,115.0,3,230
838,Yelahanka,1315.0,2,85.0,2,226
839,Uttarahalli,1390.0,2,62.55,3,216
840,Uttarahalli,1330.0,2,56.0,3,216
841,others,1824.0,3,125.0,3,230
842,7th Phase JP Nagar,1420.0,2,96.0,3,6
843,others,750.0,1,56.25,1,230
844,Jalahalli East,1260.0,2,60.0,3,112
845,Hennur Road,1561.0,3,95.0,3,96
846,others,1060.0,2,42.0,2,230
847,Haralur Road,1225.0,2,67.38,2,90
848,Thanisandra,2144.0,3,135.0,3,209
849,Electronic City,880.0,2,29.0,2,74
850,Hoodi,1639.0,3,110.0,3,97
851,Thanisandra,1240.0,2,62.0,3,209
852,Kanakpura Road,1500.0,2,69.0,2,127
853,Haralur Road,1243.0,2,46.0,2,90
854,Marathahalli,1575.0,3,78.0,3,161
855,Kambipura,1082.0,2,56.0,3,123
856,Konanakunte,1637.0,3,73.0,3,143
857,Kanakpura Road,1665.0,3,86.58,3,127
858,Electronic City,1265.0,2,56.93,2,74
859,Electronic City,1691.0,2,102.0,3,74
860,Thanisandra,1100.0,2,38.0,2,209
861,others,1500.0,3,62.0,3,230
862,Choodasandra,1115.0,2,50.0,2,60
863,Mysore Road,1070.0,2,45.0,2,166
864,Budigere,1162.0,2,57.0,2,52
865,others,1339.0,2,55.0,2,230
866,Mahadevpura,1192.0,2,75.0,2,156
867,Haralur Road,1920.0,3,115.0,3,90
868,Hennur,1255.0,2,52.32,2,95
869,others,1600.0,3,75.0,3,230
870,others,1225.0,2,55.11,2,230
871,Kasturi Nagar,1570.0,3,80.0,3,131
872,Thanisandra,1093.0,2,70.0,2,209
873,Basaveshwara Nagar,1865.0,3,145.0,3,36
874,Kaikondrahalli,1039.0,2,80.0,2,120
875,Whitefield,1985.0,3,75.0,3,224
876,Hosakerehalli,1590.0,3,49.0,3,102
877,Electronic City Phase II,775.0,2,38.0,2,75
878,others,1000.0,2,50.0,2,230
879,Bommasandra,1035.0,2,41.0,2,48
880,Dasarahalli,1520.0,2,75.0,3,64
881,Whitefield,1360.0,2,95.0,2,224
882,others,6000.0,5,400.0,4,230
883,Kodigehaali,1117.0,2,56.0,2,139
884,EPIP Zone,1330.0,2,92.5,2,73
885,Marathahalli,1937.0,3,160.0,3,161
886,Electronic City,1128.0,2,65.49,2,74
887,Neeladri Nagar,1053.0,2,45.0,2,173
888,Panathur,1198.0,2,77.0,2,180
889,Marathahalli,1152.0,2,56.0,2,161
890,Frazer Town,1625.0,2,75.0,2,77
891,Kundalahalli,1397.0,3,105.0,3,150
892,Kaggalipura,700.0,1,38.0,1,119
893,Yelahanka,1170.0,2,62.5,2,226
894,Kanakpura Road,1200.0,2,42.0,3,127
895,others,2400.0,3,170.0,3,230
896,others,1480.0,2,65.0,2,230
897,Akshaya Nagar,1897.0,3,120.0,3,11
898,Rachenahalli,996.0,2,67.0,2,183
899,Haralur Road,1875.0,3,110.0,3,90
900,others,1500.0,2,98.0,3,230
901,Yelahanka,2172.5,3,65.255,3,226
902,Yelahanka,697.0,1,45.0,1,226
903,Sarjapur  Road,710.0,1,27.0,1,194
904,others,910.0,2,30.5,2,230
905,Sompura,1025.0,2,48.0,3,203
906,Magadi Road,1442.0,2,46.5,2,155
907,Horamavu Agara,1453.0,2,46.48,3,98
908,Bellandur,1281.0,2,74.0,2,40
909,Cooke Town,565.0,1,35.0,1,61
910,Varthur,1024.0,2,42.0,2,217
911,Electronic City,1620.0,3,62.0,3,74
912,Whitefield,1254.0,2,40.0,2,224
913,Banashankari,1300.0,2,75.0,3,26
914,Doddakallasandra,1233.0,2,43.0,2,69
915,Hosur Road,1510.0,2,105.0,3,104
916,Kaggalipura,950.0,2,65.0,2,119
917,Battarahalli,1945.0,3,97.42,3,37
918,Uttarahalli,1008.0,2,45.0,2,216
919,Thanisandra,1265.0,2,79.0,3,209
920,Hebbal,1255.0,2,77.68,3,92
921,Yelenahalli,1200.0,2,46.17,2,228
922,Sarjapur  Road,1403.0,3,51.63,3,194
923,Kudlu Gate,1535.0,3,85.0,3,148
924,others,1500.0,3,100.0,3,230
925,Chamrajpet,1475.0,2,120.0,3,54
926,Uttarahalli,1390.0,2,60.47,3,216
927,Raja Rajeshwari Nagar,1278.0,2,53.76,3,184
928,others,1133.0,2,55.0,2,230
929,others,2900.0,5,90.0,5,230
930,Kogilu,1170.0,2,51.99,2,142
931,Whitefield,1697.0,3,94.79,3,224
932,Thanisandra,1651.0,3,97.38,3,209
933,Hennur Road,1192.0,2,60.0,3,96
934,OMBR Layout,1078.0,2,65.0,2,175
935,Kasavanhalli,1349.0,2,78.0,2,130
936,7th Phase JP Nagar,1680.0,3,120.0,3,6
937,Rayasandra,1314.0,2,63.0,3,189
938,Garudachar Palya,1060.0,2,48.7,2,79
939,Kalyan nagar,820.0,2,39.0,2,122
940,Whitefield,5000.0,4,400.0,4,224
941,others,2000.0,3,85.0,3,230
942,others,856.0,2,40.0,2,230
943,Rajaji Nagar,1621.0,4,130.0,3,185
944,others,1200.0,3,68.4,3,230
945,Bannerghatta Road,1484.0,3,52.5,3,34
946,others,14000.0,3,800.0,4,230
947,Yelahanka New Town,500.0,1,20.0,1,227
948,others,485.0,1,15.0,1,230
949,7th Phase JP Nagar,1050.0,2,42.0,2,6
950,Uttarahalli,1617.0,3,66.68,3,216
951,others,1384.0,3,62.28,3,230
952,Devanahalli,1408.0,2,85.0,2,65
953,Uttarahalli,1150.0,2,49.0,2,216
954,Akshaya Nagar,1410.0,2,75.0,3,11
955,Kaggadasapura,2150.0,4,100.0,4,118
956,others,1508.0,3,70.25,3,230
957,Ramamurthy Nagar,1040.0,2,50.0,2,188
958,TC Palaya,1240.0,2,60.0,2,207
959,Kudlu Gate,1535.0,3,78.0,3,148
960,Lakshminarayana Pura,1180.0,2,75.0,2,153
961,Abbigere,2200.0,6,68.0,6,10
962,Bannerghatta Road,1400.0,2,78.0,2,34
963,Raja Rajeshwari Nagar,500.0,1,25.0,1,184
964,Sarjapur  Road,1984.0,4,146.0,3,194
965,Garudachar Palya,1960.0,3,160.0,3,79
966,Sarjapur  Road,1035.0,2,45.0,2,194
967,others,2150.0,4,80.0,4,230
968,Whitefield,1700.0,3,115.0,3,224
969,Hosakerehalli,3024.0,5,248.0,4,102
970,Tumkur Road,1586.0,3,100.0,3,214
971,Hennur,2264.0,2,155.0,3,95
972,Chikka Tirupathi,2325.0,4,120.0,4,57
973,Yelahanka,1120.0,2,55.0,2,226
974,Yelahanka,2382.0,2,67.98,3,226
975,Sarjapur  Road,1128.0,2,59.0,2,194
976,Jigani,924.0,2,65.0,2,113
977,others,1600.0,3,52.0,3,230
978,Pai Layout,1006.0,2,35.0,2,179
979,Amruthahalli,1200.0,2,55.0,2,14
980,others,1250.0,2,62.0,2,230
981,Kannamangala,957.0,2,56.0,2,128
982,Whitefield,1140.0,2,41.0,2,224
983,others,1050.0,2,67.0,2,230
984,Kasturi Nagar,1565.0,3,88.5,3,131
985,Whitefield,1190.0,2,57.0,2,224
986,Whitefield,2842.0,3,162.0,3,224
987,Kanakpura Road,1558.67,2,65.0,3,127
988,Electronics City Phase 1,630.0,1,39.0,1,76
989,Whitefield,1403.0,2,60.81,3,224
990,Kanakpura Road,1542.0,2,85.0,3,127
991,Haralur Road,2750.0,4,220.0,4,90
992,Iblur Village,3596.0,5,290.0,4,107
993,Kengeri Satellite Town,1635.0,2,78.0,3,136
994,Mysore Road,1239.0,2,53.0,2,166
995,others,1596.0,3,105.0,3,230
996,Channasandra,1009.0,2,38.34,2,56
997,Hosa Road,1726.0,3,81.99,3,101
998,Kudlu Gate,1535.0,3,86.0,3,148
999,Banashankari Stage V,1300.0,2,58.5,3,29
1000,others,1800.0,3,80.0,3,230
1001,Binny Pete,665.0,1,50.75,1,45
1002,TC Palaya,1500.0,2,100.0,3,207
1003,others,925.0,2,48.0,2,230
1004,Old Airport Road,3356.0,4,251.0,4,176
1005,others,1395.0,2,63.59,2,230
1006,Sonnenahalli,1415.0,2,55.0,3,204
1007,Begur,1419.0,2,59.0,3,38
1008,Kasavanhalli,1121.0,2,78.0,2,130
1009,Kambipura,1082.0,2,45.0,3,123
1010,KR Puram,1100.0,2,47.0,2,115
1011,Hoodi,1606.0,3,89.55,3,97
1012,Billekahalli,1650.0,3,88.0,3,44
1013,Old Airport Road,1206.0,2,75.0,2,176
1014,Sarjapur  Road,1495.0,2,64.0,3,194
1015,Balagere,1210.0,2,72.0,2,25
1016,Nagarbhavi,1523.0,2,53.4,3,169
1017,Whitefield,1232.0,2,45.0,2,224
1018,Rachenahalli,680.0,1,44.0,1,183
1019,Hebbal,1355.0,3,83.87,3,92
1020,Thanisandra,1430.0,2,51.46,3,209
1021,Kothannur,1275.0,2,43.85,3,145
1022,Electronic City,1070.0,2,56.1,2,74
1023,others,1200.0,3,85.0,3,230
1024,Electronic City,2000.0,4,120.0,4,74
1025,Bommanahalli,1200.0,2,40.0,2,47
1026,Marathahalli,1610.0,3,90.0,3,161
1027,Haralur Road,1140.0,2,43.0,2,90
1028,Raja Rajeshwari Nagar,1143.0,2,38.65,2,184
1029,Rachenahalli,1530.0,2,74.4,3,183
1030,7th Phase JP Nagar,980.0,2,69.0,2,6
1031,Whitefield,1485.0,3,65.0,3,224
1032,Thanisandra,1265.0,2,85.0,2,209
1033,others,1132.0,2,67.0,2,230
1034,others,1262.0,2,63.0,2,230
1035,JP Nagar,940.0,2,49.0,2,109
1036,others,1515.0,3,88.0,3,230
1037,Kothanur,1840.0,3,69.0,3,146
1038,Electronic City,890.0,2,45.0,2,74
1039,others,1655.0,3,86.06,3,230
1040,Hennur Road,2060.0,3,149.0,3,96
1041,Bommanahalli,1730.0,3,96.0,3,47
1042,Yelahanka,2195.0,4,127.0,3,226
1043,Kathriguppe,1650.0,3,125.0,3,132
1044,KR Puram,1200.0,2,71.0,2,115
1045,Hosa Road,1079.0,2,32.37,2,101
1046,Panathur,1085.0,2,36.0,2,180
1047,Yelahanka,1075.0,2,51.5,2,226
1048,others,1380.0,2,80.0,2,230
1049,others,1450.0,3,65.0,3,230
1050,Thubarahalli,1200.0,2,78.0,2,211
1051,Hoodi,1639.0,3,98.32,3,97
1052,others,1200.0,2,54.0,2,230
1053,Vijayanagar,1739.0,3,116.0,3,220
1054,Old Madras Road,935.0,2,32.72,2,177
1055,others,1178.0,2,47.0,2,230
1056,Chikkalasandra,1375.0,2,50.0,3,59
1057,Chandapura,1065.0,2,33.0,3,55
1058,others,1450.0,2,50.75,3,230
1059,others,999.0,2,45.0,2,230
1060,Kothannur,1100.0,2,40.0,2,145
1061,Hoodi,2090.0,4,95.1,4,97
1062,Lingadheeranahalli,1519.0,3,93.0,3,154
1063,Dommasandra,1267.0,3,56.0,3,72
1064,Sanjay nagar,1150.0,2,72.2,2,191
1065,Marathahalli,1146.0,2,70.0,2,161
1066,Kannamangala,1550.0,3,65.0,3,128
1067,Electronics City Phase 1,785.0,1,55.0,1,76
1068,Raja Rajeshwari Nagar,1610.0,3,74.0,3,184
1069,Bellandur,921.0,2,40.0,2,40
1070,Bannerghatta Road,2700.0,5,158.0,5,34
1071,Sarjapur  Road,1700.0,3,110.0,3,194
1072,Sarjapur,1020.0,2,35.0,2,193
1073,Billekahalli,1090.0,2,52.0,2,44
1074,Thanisandra,1185.0,2,42.1,2,209
1075,Doddathoguru,850.0,2,25.0,2,70
1076,Harlur,1197.0,2,84.0,2,91
1077,others,920.0,2,39.55,2,230
1078,Raja Rajeshwari Nagar,1105.0,2,65.0,2,184
1079,Yeshwanthpur,1850.0,3,100.0,3,229
1080,Judicial Layout,1300.0,3,64.0,3,114
1081,others,1595.0,3,76.0,3,230
1082,Horamavu Agara,755.0,2,37.49,2,98
1083,Nagasandra,4050.0,5,140.0,5,170
1084,Kanakpura Road,1300.0,2,69.0,3,127
1085,Bannerghatta Road,1215.0,2,50.0,2,34
1086,Kanakpura Road,900.0,2,46.0,2,127
1087,Banashankari Stage III,1145.0,2,58.4,2,28
1088,others,1093.0,2,65.0,2,230
1089,Babusapalaya,1213.0,2,41.39,3,24
1090,Bannerghatta Road,1654.0,3,100.0,3,34
1091,NGR Layout,1105.0,2,52.48,2,167
1092,Babusapalaya,1611.0,2,66.0,3,24
1093,others,1367.0,2,62.0,2,230
1094,Devanahalli,1010.0,2,51.0,2,65
1095,others,1535.0,3,95.0,3,230
1096,Anekal,620.0,2,22.0,2,17
1097,Horamavu Agara,982.0,2,47.65,2,98
1098,Whitefield,1330.0,2,71.0,2,224
1099,JP Nagar,2500.0,3,135.0,3,109
1100,others,1475.0,2,58.99,3,230
1101,Bhoganhalli,1410.0,3,65.0,3,43
1102,Yelahanka New Town,440.0,1,16.5,1,227
1103,Yelahanka,1614.0,3,95.0,3,226
1104,Neeladri Nagar,1363.0,2,68.0,2,173
1105,Kogilu,650.0,2,28.0,2,142
1106,others,1015.0,2,45.0,2,230
1107,Horamavu Banaswadi,1156.0,2,46.0,2,99
1108,others,1100.0,2,62.7,2,230
1109,KR Puram,1455.0,3,46.0,3,115
1110,others,930.0,2,45.0,2,230
1111,others,1650.0,2,80.0,3,230
1112,KR Puram,1200.0,2,90.0,2,115
1113,Karuna Nagar,2900.0,3,135.0,4,129
1114,Kadugodi,1890.0,4,127.0,3,117
1115,others,1240.0,2,46.0,3,230
1116,HRBR Layout,1440.0,2,98.0,2,88
1117,Kodichikkanahalli,650.0,1,38.0,1,138
1118,Budigere,764.0,1,32.0,1,52
1119,Hoodi,1445.0,3,65.0,3,97
1120,Kanakpura Road,900.0,1,45.0,2,127
1121,Singasandra,1030.0,2,55.0,2,201
1122,Yelahanka,1381.0,2,52.48,3,226
1123,others,1100.0,2,60.0,2,230
1124,Hoodi,1575.0,3,66.39,3,97
1125,Thigalarapalya,1200.0,2,65.0,2,210
1126,Begur Road,1200.0,2,43.2,2,39
1127,Kasturi Nagar,1080.0,2,80.0,2,131
1128,Akshaya Nagar,1360.0,2,85.0,3,11
1129,Jakkur,1865.0,3,124.0,3,110
1130,Sarjapur  Road,1157.0,2,75.0,3,194
1131,Kammasandra,674.0,2,29.0,2,125
1132,Whitefield,1405.0,2,78.0,3,224
1133,Begur Road,1160.0,2,44.08,2,39
1134,Hebbal,1790.0,3,127.0,3,92
1135,Electronic City,1128.0,2,65.65,2,74
1136,Panathur,1180.0,2,70.0,2,180
1137,others,1450.0,2,85.0,3,230
1138,Kengeri,340.0,1,10.0,1,135
1139,Rachenahalli,1050.0,2,53.5,2,183
1140,Varthur,1125.0,2,40.0,2,217
1141,Vittasandra,1246.0,2,68.0,2,223
1142,HSR Layout,1372.0,2,61.0,2,89
1143,Dasarahalli,1300.0,2,55.0,2,64
1144,Channasandra,1065.0,2,35.0,2,56
1145,others,700.0,2,27.0,2,230
1146,Hebbal,960.995,2,42.72,2,92
1147,others,1050.0,2,45.0,2,230
1148,others,1250.0,3,39.5,3,230
1149,Electronic City,865.0,2,42.0,2,74
1150,Uttarahalli,1200.0,2,44.0,2,216
1151,others,1756.0,3,100.0,3,230
1152,Yelahanka,628.0,1,24.0,1,226
1153,5th Phase JP Nagar,1207.0,2,63.0,2,4
1154,Kalena Agrahara,1765.0,3,125.0,3,121
1155,Electronic City,1130.0,2,32.64,2,74
1156,others,1532.0,3,92.0,3,230
1157,others,1650.0,3,110.0,3,230
1158,Doddathoguru,1200.0,2,75.0,2,70
1159,Kengeri,1197.0,2,50.0,2,135
1160,others,1200.0,2,66.0,2,230
1161,Uttarahalli,1385.0,2,48.48,3,216
1162,Whitefield,2225.0,3,115.0,3,224
1163,others,1180.0,2,48.0,2,230
1164,others,1525.0,2,122.0,3,230
1165,Ananth Nagar,1100.0,2,31.5,2,16
1166,others,1435.0,3,70.0,3,230
1167,Attibele,400.0,1,14.0,1,21
1168,Dommasandra,1200.0,2,50.0,2,72
1169,Whitefield,1272.0,2,95.05,2,224
1170,Whitefield,1205.0,2,39.0,2,224
1171,Kalena Agrahara,980.0,2,40.0,2,121
1172,Malleshpalya,1225.0,2,46.86,2,159
1173,Whitefield,1541.0,3,72.0,3,224
1174,Ramagondanahalli,1610.0,2,111.0,3,187
1175,Jalahalli,1694.0,2,125.0,2,111
